st_zip,ed_zip,distance
10069,10454,16689
10069,10455,18397
10069,10456,14415
10069,10457,13594
10069,10458,22426
10069,10459,16553
10069,10460,16683
10069,10461,22338
10069,10462,17664
10069,10463,15709
10069,10464,26701
10069,10465,20154
10069,10466,20676
10069,10467,19896
10069,10468,14286
10069,10469,21309
10069,10471,16495
10069,10472,16090
10069,10473,17986
10069,10474,17380
10069,10475,24611
10069,11101,7051
10069,11102,20742
10069,11103,9066
10069,11104,8007
10069,11105,21228
10069,11106,8057
10069,11201,15471
10069,11203,21213
10069,11204,21266
10069,11205,16375
10069,11206,15736
10069,11207,41213
10069,11208,40740
10069,11209,21198
10069,11210,21670
10069,11211,14413
10069,11212,43238
10069,11213,21212
10069,11214,27217
10069,11215,15155
10069,11216,18137
10069,11217,17035
10069,11218,17573
10069,11219,19315
10069,11220,19432
10069,11221,16204
10069,11222,9535
10069,11223,23135
10069,11224,28846
10069,11225,19855
10069,11226,19199
10069,11228,21603
10069,11229,24248
10069,11230,20158
10069,11231,13696
10069,11232,17005
10069,11233,42286
10069,11234,39147
10069,11235,30715
10069,11236,49198
10069,11237,15384
10069,11238,18155
10069,11239,46022
10069,11354,26575
10069,11355,29947
10069,11356,25029
10069,11357,24266
10069,11358,30770
10069,11360,27624
10069,11361,29621
10069,11362,33105
10069,11363,32760
10069,11364,32573
10069,11365,32907
10069,11367,32216
10069,11368,29844
10069,11369,23918
10069,11370,23258
10069,11372,24256
10069,11373,15934
10069,11374,15941
10069,11375,30820
10069,11377,9510
10069,11378,12479
10069,11379,16742
10069,11385,14822
10069,11411,40243
10069,11412,37613
10069,11413,44060
10069,11414,42628
10069,11415,33620
10069,11416,39689
10069,11417,21607
10069,11418,34861
10069,11419,36283
10069,11420,37869
10069,11421,38652
10069,11422,43173
10069,11423,35023
10069,11426,34316
10069,11427,33817
10069,11428,34625
10069,11429,38215
10069,11432,35776
10069,11433,36714
10069,11434,47137
10069,11435,34331
10069,11436,37487
10069,11691,49797
10069,11692,53181
10069,11693,48521
10069,11694,43306
10075,10001,5161
10075,10002,2774
10075,10003,3331
10075,10004,0
10075,10005,1519
10075,10006,1909
10075,10007,531
10075,10009,5386
10075,10010,6704
10075,10011,3512
10075,10012,1986
10075,10013,965
10075,10014,2461
10075,10016,8097
10075,10017,8187
10075,10018,5910
10075,10019,7119
10075,10021,10554
10075,10022,9172
10075,10023,8114
10075,10024,9688
10075,10025,11216
10075,10026,15394
10075,10027,13816
10075,10028,13501
10075,10029,13536
10075,10030,17226
10075,10031,20121
10075,10032,17491
10075,10033,20547
10075,10034,22391
10075,10035,16025
10075,10036,6189
10075,10037,16399
10075,10038,4809
10075,10039,18825
10075,10040,22499
10075,10044,13450
10075,10065,10139
10075,10069,8232
10075,10075,0
10075,10128,13414
10075,10280,1479
10075,10282,1048
10075,10301,23286
10075,10302,27721
10075,10303,28209
10075,10304,19708
10075,10305,18812
10075,10306,27336
10075,10307,43757
10075,10308,31310
10075,10309,38999
10075,10310,23108
10075,10312,37089
10075,10314,25885
10075,10451,18048
10075,10452,19709
10075,10453,22784
10075,10454,16494
10075,10455,18745
10075,10456,19581
10075,10457,23165
10075,10458,28458
10075,10459,21621
10075,10460,22535
10075,10461,26802
10075,10462,24862
10075,10463,24808
10075,10464,32571
10075,10465,26029
10075,10466,30158
10075,10467,27117
10075,10468,23768
10075,10469,30860
10075,10471,24289
10075,10472,22432
10075,10473,22604
10075,10474,21462
10075,10475,30481
10075,11101,11297
10075,11102,20015
10075,11103,17529
10075,11104,12561
10075,11105,17730
10075,11106,14053
10075,11201,3461
10075,11203,13847
10075,11204,13900
10075,11205,4869
10075,11206,6883
10075,11207,12367
10075,11208,13917
10075,11209,13832
10075,11210,14305
10075,11211,6582
10075,11212,11531
10075,11213,9202
10075,11214,19851
10075,11215,7789
10075,11216,7388
10075,11217,5025
10075,11218,10207
10075,11219,11949
10075,11220,12066
10075,11221,8571
10075,11222,9304
10075,11223,15769
10075,11224,21480
10075,11225,8210
10075,11226,11834
10075,11228,14238
10075,11229,16882
10075,11230,12793
10075,11231,6331
10075,11232,9640
10075,11233,9795
10075,11234,31782
10075,11235,23349
10075,11236,35288
10075,11237,12020
10075,11238,6145
10075,11239,35335
10075,11354,23104
10075,11355,20866
10075,11356,24958
10075,11357,26153
10075,11358,24853
10075,11360,29492
10075,11361,27313
10075,11362,28220
10075,11363,29680
10075,11364,25971
10075,11365,22426
10075,11367,21873
10075,11368,18470
10075,11369,17758
10075,11370,15906
10075,11372,15243
10075,11373,14905
10075,11374,16207
10075,11375,17571
10075,11377,12984
10075,11378,12741
10075,11379,14955
10075,11385,15085
10075,11411,35275
10075,11412,28020
10075,11413,32042
10075,11414,39149
10075,11415,22997
10075,11416,21496
10075,11417,21873
10075,11418,20645
10075,11419,25660
10075,11420,27246
10075,11421,20902
10075,11422,33745
10075,11423,26383
10075,11426,29348
10075,11427,27214
10075,11428,28023
10075,11429,29474
10075,11432,24767
10075,11433,25706
10075,11434,29176
10075,11435,23708
10075,11436,26864
10075,11691,43527
10075,11692,40183
10075,11693,45041
10075,11694,35941
10128,10001,9503
10128,10002,10659
10128,10003,8255
10128,10004,12730
10128,10005,13163
10128,10006,13986
10128,10007,15072
10128,10009,7957
10128,10010,7097
10128,10011,9625
10128,10012,10623
10128,10013,12848
10128,10014,12078
10128,10016,6613
10128,10017,6241
10128,10018,6412
10128,10019,5057
10128,10021,1662
10128,10022,3156
10128,10023,3940
10128,10024,3041
10128,10025,2895
10128,10026,3096
10128,10027,5137
10128,10028,663
10128,10029,1253
10128,10030,6028
10128,10031,8923
10128,10032,11479
10128,10033,9348
10128,10034,11192
10128,10035,2991
10128,10036,5720
10128,10037,5200
10128,10038,16111
10128,10039,7626
10128,10040,11300
10128,10044,7915
10128,10065,2698
10128,10069,4605
10128,10075,12730
10128,10128,0
10128,10280,14157
10128,10282,14674
10128,10301,35025
10128,10302,39460
10128,10303,39948
10128,10304,31447
10128,10305,30551
10128,10306,39075
10128,10307,55496
10128,10308,43049
10128,10309,50738
10128,10310,34847
10128,10312,48828
10128,10314,37624
10128,10451,6849
10128,10452,8510
10128,10453,11585
10128,10454,5295
10128,10455,7546
10128,10456,8382
10128,10457,11967
10128,10458,17260
10128,10459,10422
10128,10460,11336
10128,10461,15603
10128,10462,13663
10128,10463,13609
10128,10464,21373
10128,10465,14830
10128,10466,18960
10128,10467,15919
10128,10468,12569
10128,10469,19661
10128,10471,18746
10128,10472,11233
10128,10473,11405
10128,10474,10263
10128,10475,19282
10128,11101,5920
10128,11102,8816
10128,11103,9332
10128,11104,6875
10128,11105,9302
10128,11106,6926
10128,11201,14763
10128,11203,25586
10128,11204,25639
10128,11205,16171
10128,11206,15028
10128,11207,29287
10128,11208,28814
10128,11209,25571
10128,11210,26044
10128,11211,13705
10128,11212,31312
10128,11213,20504
10128,11214,31590
10128,11215,19528
10128,11216,18690
10128,11217,16328
10128,11218,21946
10128,11219,23688
10128,11220,23805
10128,11221,16822
10128,11222,10300
10128,11223,27508
10128,11224,33219
10128,11225,19512
10128,11226,23573
10128,11228,25977
10128,11229,28621
10128,11230,24532
10128,11231,18070
10128,11232,21379
10128,11233,30359
10128,11234,43521
10128,11235,35088
10128,11236,36913
10128,11237,15812
10128,11238,17447
10128,11239,33737
10128,11354,17308
10128,11355,19303
10128,11356,19682
10128,11357,20357
10128,11358,25447
10128,11360,22301
10128,11361,24298
10128,11362,27782
10128,11363,27437
10128,11364,25207
10128,11365,21663
10128,11367,20397
10128,11368,17918
10128,11369,11991
10128,11370,11331
10128,11372,12330
10128,11373,16361
10128,11374,16369
10128,11375,18893
10128,11377,13478
10128,11378,12907
10128,11379,17170
10128,11385,15250
10128,11411,35881
10128,11412,27102
10128,11413,30380
10128,11414,30343
10128,11415,22222
10128,11416,27763
10128,11417,22035
10128,11418,23781
10128,11419,23998
10128,11420,25585
10128,11421,26726
10128,11422,32083
10128,11423,25464
10128,11426,29954
10128,11427,26979
10128,11428,27432
10128,11429,28864
10128,11432,23849
10128,11433,24787
10128,11434,27514
10128,11435,22046
10128,11436,25202
10128,11691,37512
10128,11692,40896
10128,11693,36236
10128,11694,47680
10280,10001,5526
10280,10002,4613
10280,10003,7964
10280,10004,1878
10280,10005,2905
10280,10006,430
10280,10007,1516
10280,10009,6749
10280,10010,8068
10280,10011,4302
10280,10012,3549
10280,10013,2244
10280,10014,3233
10280,10016,9461
10280,10017,9551
10280,10018,6275
10280,10019,7484
10280,10021,11917
10280,10022,10535
10280,10023,8479
10280,10024,10053
10280,10025,11581
10280,10026,16757
10280,10027,14181
10280,10028,14865
10280,10029,14900
10280,10030,18590
10280,10031,21485
10280,10032,24042
10280,10033,21910
10280,10034,23754
10280,10035,17389
10280,10036,6554
10280,10037,17762
10280,10038,7622
10280,10039,20189
10280,10040,23862
10280,10044,14813
10280,10065,11503
10280,10069,8597
10280,10075,1878
10280,10128,14778
10280,10280,0
10280,10282,1118
10280,10301,22066
10280,10302,26500
10280,10303,26989
10280,10304,18488
10280,10305,17592
10280,10306,26116
10280,10307,42536
10280,10308,30090
10280,10309,37779
10280,10310,21887
10280,10312,35869
10280,10314,24665
10280,10451,19411
10280,10452,21072
10280,10453,24147
10280,10454,17858
10280,10455,20108
10280,10456,20944
10280,10457,24529
10280,10458,29822
10280,10459,22985
10280,10460,23899
10280,10461,28166
10280,10462,26226
10280,10463,26172
10280,10464,33935
10280,10465,27393
10280,10466,31522
10280,10467,28481
10280,10468,25132
10280,10469,32224
10280,10471,31309
10280,10472,23795
10280,10473,23967
10280,10474,22826
10280,10475,31845
10280,11101,12661
10280,11102,21379
10280,11103,16426
10280,11104,13888
10280,11105,21865
10280,11106,15416
10280,11201,6274
10280,11203,12627
10280,11204,12680
10280,11205,7682
10280,11206,9696
10280,11207,15180
10280,11208,37784
10280,11209,12612
10280,11210,13085
10280,11211,7660
10280,11212,15367
10280,11213,12997
10280,11214,18631
10280,11215,6569
10280,11216,10200
10280,11217,7479
10280,11218,8987
10280,11219,10729
10280,11220,10846
10280,11221,11383
10280,11222,13392
10280,11223,14549
10280,11224,20260
10280,11225,11269
10280,11226,10614
10280,11228,13017
10280,11229,15662
10280,11230,11572
10280,11231,5111
10280,11232,8419
10280,11233,12607
10280,11234,30561
10280,11235,22129
10280,11236,34068
10280,11237,14833
10280,11238,8958
10280,11239,34114
10280,11354,25432
10280,11355,24120
10280,11356,32244
10280,11357,32919
10280,11358,28107
10280,11360,34864
10280,11361,30567
10280,11362,31474
10280,11363,32933
10280,11364,29224
10280,11365,25680
10280,11367,25127
10280,11368,21724
10280,11369,20571
10280,11370,18719
10280,11372,18055
10280,11373,19454
10280,11374,19461
10280,11375,20825
10280,11377,15797
10280,11378,15999
10280,11379,20262
10280,11385,18342
10280,11411,38529
10280,11412,31274
10280,11413,44562
10280,11414,37929
10280,11415,26250
10280,11416,24750
10280,11417,38438
10280,11418,23898
10280,11419,28914
10280,11420,39960
10280,11421,24156
10280,11422,46265
10280,11423,29636
10280,11426,32601
10280,11427,30468
10280,11428,31276
10280,11429,32728
10280,11432,28021
10280,11433,28959
10280,11434,44306
10280,11435,26962
10280,11436,30118
10280,11691,42307
10280,11692,38963
10280,11693,43821
10280,11694,34721
10282,10001,4766
10282,10002,5361
10282,10003,4083
10282,10004,1117
10282,10005,3653
10282,10006,1437
10282,10007,756
10282,10009,7498
10282,10010,8816
10282,10011,3541
10282,10012,2789
10282,10013,1484
10282,10014,2472
10282,10016,10209
10282,10017,10300
10282,10018,5514
10282,10019,6723
10282,10021,12666
10282,10022,11284
10282,10023,7719
10282,10024,9293
10282,10025,10821
10282,10026,12672
10282,10027,13420
10282,10028,15613
10282,10029,15648
10282,10030,19338
10282,10031,14460
10282,10032,17096
10282,10033,17175
10282,10034,24503
10282,10035,18137
10282,10036,5794
10282,10037,18511
10282,10038,8370
10282,10039,20937
10282,10040,24611
10282,10044,15562
10282,10065,12251
10282,10069,7837
10282,10075,1117
10282,10128,15526
10282,10280,1007
10282,10282,0
10282,10301,22815
10282,10302,27249
10282,10303,27737
10282,10304,19236
10282,10305,18340
10282,10306,26864
10282,10307,43285
10282,10308,30838
10282,10309,38527
10282,10310,22636
10282,10312,36617
10282,10314,25413
10282,10451,20160
10282,10452,21821
10282,10453,24896
10282,10454,18606
10282,10455,20857
10282,10456,21693
10282,10457,25278
10282,10458,30570
10282,10459,23733
10282,10460,24647
10282,10461,28914
10282,10462,26974
10282,10463,23108
10282,10464,34684
10282,10465,28141
10282,10466,32270
10282,10467,29229
10282,10468,25880
10282,10469,32972
10282,10471,23894
10282,10472,24544
10282,10473,24716
10282,10474,23574
10282,10475,32593
10282,11101,13409
10282,11102,22127
10282,11103,17174
10282,11104,14636
10282,11105,22613
10282,11106,16165
10282,11201,7022
10282,11203,13375
10282,11204,13428
10282,11205,8430
10282,11206,10444
10282,11207,15928
10282,11208,38533
10282,11209,13360
10282,11210,13833
10282,11211,6111
10282,11212,16116
10282,11213,13745
10282,11214,19379
10282,11215,7317
10282,11216,10949
10282,11217,8227
10282,11218,9736
10282,11219,11477
10282,11220,11594
10282,11221,12132
10282,11222,14141
10282,11223,15297
10282,11224,21009
10282,11225,12017
10282,11226,11362
10282,11228,13766
10282,11229,16411
10282,11230,12321
10282,11231,5859
10282,11232,9168
10282,11233,13356
10282,11234,31310
10282,11235,22877
10282,11236,34817
10282,11237,15581
10282,11238,9706
10282,11239,34863
10282,11354,26180
10282,11355,24869
10282,11356,32993
10282,11357,33668
10282,11358,28856
10282,11360,35612
10282,11361,31315
10282,11362,32222
10282,11363,33682
10282,11364,29973
10282,11365,26429
10282,11367,25875
10282,11368,22472
10282,11369,21319
10282,11370,19467
10282,11372,18804
10282,11373,20202
10282,11374,20209
10282,11375,21573
10282,11377,16545
10282,11378,16747
10282,11379,21011
10282,11385,19091
10282,11411,39277
10282,11412,32023
10282,11413,45310
10282,11414,38677
10282,11415,26999
10282,11416,25498
10282,11417,39186
10282,11418,24647
10282,11419,29662
10282,11420,40708
10282,11421,24904
10282,11422,47013
10282,11423,30385
10282,11426,33350
10282,11427,31216
10282,11428,32025
10282,11429,33476
10282,11432,28770
10282,11433,29708
10282,11434,45054
10282,11435,27710
10282,11436,30866
10282,11691,43056
10282,11692,39711
10282,11693,44570
10282,11694,35469
10301,10001,27318
10301,10002,25897
10301,10003,29248
10301,10004,23670
10301,10005,24189
10301,10006,22221
10301,10007,23308
10301,10009,28033
10301,10010,29351
10301,10011,26093
10301,10012,25341
10301,10013,24036
10301,10014,25025
10301,10016,30745
10301,10017,30835
10301,10018,28067
10301,10019,29275
10301,10021,33201
10301,10022,31819
10301,10023,35047
10301,10024,31845
10301,10025,33373
10301,10026,38041
10301,10027,35972
10301,10028,36149
10301,10029,36184
10301,10030,39874
10301,10031,42769
10301,10032,55908
10301,10033,43194
10301,10034,45038
10301,10035,38673
10301,10036,28346
10301,10037,39046
10301,10038,23586
10301,10039,41473
10301,10040,45146
10301,10044,36097
10301,10065,32787
10301,10069,30389
10301,10075,23670
10301,10128,36062
10301,10280,22393
10301,10282,22910
10301,10301,0
10301,10302,4498
10301,10303,11187
10301,10304,3400
10301,10305,6177
10301,10306,9430
10301,10307,26734
10301,10308,12817
10301,10309,21977
10301,10310,2469
10301,10312,20066
10301,10314,8862
10301,10451,40695
10301,10452,42356
10301,10453,45431
10301,10454,39142
10301,10455,41392
10301,10456,42228
10301,10457,45813
10301,10458,51106
10301,10459,44269
10301,10460,45183
10301,10461,49450
10301,10462,47510
10301,10463,47456
10301,10464,55219
10301,10465,48677
10301,10466,52806
10301,10467,49765
10301,10468,46416
10301,10469,53508
10301,10471,52593
10301,10472,45079
10301,10473,45251
10301,10474,44110
10301,10475,53128
10301,11101,33945
10301,11102,42662
10301,11103,36505
10301,11104,31536
10301,11105,36705
10301,11106,36700
10301,11201,20708
10301,11203,23939
10301,11204,15581
10301,11205,25118
10301,11206,25858
10301,11207,33207
10301,11208,34178
10301,11209,12382
10301,11210,24397
10301,11211,25558
10301,11212,32994
10301,11213,24309
10301,11214,15024
10301,11215,20561
10301,11216,24087
10301,11217,19135
10301,11218,20299
10301,11219,14565
10301,11220,14134
10301,11221,27300
10301,11222,28279
10301,11223,19786
10301,11224,16654
10301,11225,22581
10301,11226,21926
10301,11228,12274
10301,11229,21046
10301,11230,22884
10301,11231,18672
10301,11232,15730
10301,11233,26595
10301,11234,26955
10301,11235,18522
10301,11236,30462
10301,11237,30995
10301,11238,22617
10301,11239,30508
10301,11354,42079
10301,11355,39842
10301,11356,43933
10301,11357,45128
10301,11358,43829
10301,11360,59632
10301,11361,56657
10301,11362,54580
10301,11363,55869
10301,11364,56353
10301,11365,41401
10301,11367,45909
10301,11368,37445
10301,11369,36733
10301,11370,34881
10301,11372,34218
10301,11373,33881
10301,11374,35182
10301,11375,36546
10301,11377,31960
10301,11378,31716
10301,11379,33930
10301,11385,34060
10301,11411,46420
10301,11412,43145
10301,11413,40955
10301,11414,34322
10301,11415,43482
10301,11416,35806
10301,11417,34831
10301,11418,38102
10301,11419,37831
10301,11420,36354
10301,11421,37427
10301,11422,42658
10301,11423,56779
10301,11426,51979
10301,11427,52865
10301,11428,51243
10301,11429,49385
10301,11432,44385
10301,11433,42342
10301,11434,40700
10301,11435,42919
10301,11436,39427
10301,11691,38701
10301,11692,35356
10301,11693,40215
10301,11694,31114
10302,10001,35259
10302,10002,31172
10302,10003,23349
10302,10004,21746
10302,10005,29463
10302,10006,27496
10302,10007,21769
10302,10009,33308
10302,10010,34626
10302,10011,23298
10302,10012,22004
10302,10013,21171
10302,10014,22248
10302,10016,36020
10302,10017,36110
10302,10018,34628
10302,10019,35831
10302,10021,38476
10302,10022,37094
10302,10023,36826
10302,10024,38830
10302,10025,40358
10302,10026,43316
10302,10027,42957
10302,10028,41423
10302,10029,41458
10302,10030,45149
10302,10031,48930
10302,10032,46916
10302,10033,46018
10302,10034,49566
10302,10035,43947
10302,10036,34901
10302,10037,44321
10302,10038,28861
10302,10039,46747
10302,10040,47204
10302,10044,41372
10302,10065,38062
10302,10069,37023
10302,10075,21746
10302,10128,41337
10302,10280,27668
10302,10282,28184
10302,10301,4537
10302,10302,0
10302,10303,3493
10302,10304,9920
10302,10305,11452
10302,10306,12340
10302,10307,21739
10302,10308,10597
10302,10309,16981
10302,10310,2029
10302,10312,15071
10302,10314,4883
10302,10451,45970
10302,10452,48405
10302,10453,48675
10302,10454,44416
10302,10455,46667
10302,10456,50644
10302,10457,49824
10302,10458,51744
10302,10459,49543
10302,10460,52912
10302,10461,54724
10302,10462,53893
10302,10463,51555
10302,10464,60494
10302,10465,56383
10302,10466,56905
10302,10467,56125
10302,10468,50515
10302,10469,58782
10302,10471,53851
10302,10472,52319
10302,10473,50526
10302,10474,49384
10302,10475,58403
10302,11101,39220
10302,11102,47937
10302,11103,41779
10302,11104,36811
10302,11105,41980
10302,11106,41975
10302,11201,25983
10302,11203,29213
10302,11204,20856
10302,11205,30393
10302,11206,31133
10302,11207,38481
10302,11208,39452
10302,11209,17657
10302,11210,29671
10302,11211,30832
10302,11212,38268
10302,11213,29583
10302,11214,20299
10302,11215,25835
10302,11216,29362
10302,11217,24409
10302,11218,25574
10302,11219,19840
10302,11220,19409
10302,11221,32574
10302,11222,33554
10302,11223,25061
10302,11224,21928
10302,11225,27855
10302,11226,27200
10302,11228,17549
10302,11229,26320
10302,11230,28159
10302,11231,23947
10302,11232,21005
10302,11233,31870
10302,11234,32229
10302,11235,23797
10302,11236,35736
10302,11237,36270
10302,11238,27891
10302,11239,35782
10302,11354,47354
10302,11355,45116
10302,11356,49208
10302,11357,50403
10302,11358,49103
10302,11360,64906
10302,11361,61932
10302,11362,59855
10302,11363,61143
10302,11364,61627
10302,11365,46676
10302,11367,51183
10302,11368,42719
10302,11369,42008
10302,11370,40156
10302,11372,39492
10302,11373,39155
10302,11374,40457
10302,11375,41821
10302,11377,37234
10302,11378,36991
10302,11379,39204
10302,11385,39334
10302,11411,51694
10302,11412,48419
10302,11413,46230
10302,11414,39597
10302,11415,48757
10302,11416,41080
10302,11417,40106
10302,11418,43377
10302,11419,43106
10302,11420,41628
10302,11421,42701
10302,11422,47933
10302,11423,62054
10302,11426,57253
10302,11427,58140
10302,11428,56517
10302,11429,54660
10302,11432,49659
10302,11433,47617
10302,11434,45974
10302,11435,48194
10302,11436,44701
10302,11691,43975
10302,11692,40631
10302,11693,45489
10302,11694,36389
10303,10001,35605
10303,10002,31008
10303,10003,25086
10303,10004,23484
10303,10005,29300
10303,10006,27333
10303,10007,28419
10303,10009,33145
10303,10010,34463
10303,10011,25035
10303,10012,23741
10303,10013,22909
10303,10014,23985
10303,10016,35856
10303,10017,35947
10303,10018,34975
10303,10019,36177
10303,10021,38313
10303,10022,36931
10303,10023,37173
10303,10024,39177
10303,10025,40705
10303,10026,42556
10303,10027,43304
10303,10028,41260
10303,10029,41295
10303,10030,50853
10303,10031,49277
10303,10032,47263
10303,10033,46365
10303,10034,49912
10303,10035,43784
10303,10036,35248
10303,10037,50506
10303,10038,28698
10303,10039,49468
10303,10040,47551
10303,10044,41209
10303,10065,37898
10303,10069,37369
10303,10075,23484
10303,10128,41173
10303,10280,27505
10303,10282,28021
10303,10301,7380
10303,10302,2591
10303,10303,0
10303,10304,9756
10303,10305,11289
10303,10306,12177
10303,10307,18662
10303,10308,12259
10303,10309,13904
10303,10310,5216
10303,10312,11994
10303,10314,4720
10303,10451,45807
10303,10452,48752
10303,10453,49021
10303,10454,44253
10303,10455,46504
10303,10456,50990
10303,10457,50170
10303,10458,52091
10303,10459,53129
10303,10460,53259
10303,10461,58914
10303,10462,54240
10303,10463,51902
10303,10464,63277
10303,10465,56730
10303,10466,57252
10303,10467,56472
10303,10468,50862
10303,10469,57885
10303,10471,54198
10303,10472,52666
10303,10473,54562
10303,10474,53956
10303,10475,61187
10303,11101,39056
10303,11102,47774
10303,11103,41616
10303,11104,36648
10303,11105,41817
10303,11106,41812
10303,11201,25820
10303,11203,29050
10303,11204,20693
10303,11205,30230
10303,11206,30970
10303,11207,38318
10303,11208,39289
10303,11209,17494
10303,11210,29508
10303,11211,30669
10303,11212,38105
10303,11213,29420
10303,11214,20136
10303,11215,25672
10303,11216,29199
10303,11217,24246
10303,11218,25411
10303,11219,19677
10303,11220,19246
10303,11221,32411
10303,11222,33390
10303,11223,24898
10303,11224,21765
10303,11225,27692
10303,11226,27037
10303,11228,17386
10303,11229,26157
10303,11230,27996
10303,11231,23784
10303,11232,20842
10303,11233,31707
10303,11234,32066
10303,11235,23634
10303,11236,35573
10303,11237,36107
10303,11238,27728
10303,11239,35619
10303,11354,47191
10303,11355,44953
10303,11356,49045
10303,11357,50240
10303,11358,48940
10303,11360,64743
10303,11361,61768
10303,11362,59692
10303,11363,60980
10303,11364,61464
10303,11365,46513
10303,11367,51020
10303,11368,42556
10303,11369,41845
10303,11370,39993
10303,11372,39329
10303,11373,38992
10303,11374,40294
10303,11375,41658
10303,11377,37071
10303,11378,36828
10303,11379,39041
10303,11385,39171
10303,11411,51531
10303,11412,48256
10303,11413,46067
10303,11414,39434
10303,11415,48594
10303,11416,40917
10303,11417,39943
10303,11418,43213
10303,11419,42943
10303,11420,41465
10303,11421,42538
10303,11422,47770
10303,11423,61891
10303,11426,57090
10303,11427,57977
10303,11428,56354
10303,11429,54497
10303,11432,49496
10303,11433,47454
10303,11434,45811
10303,11435,48031
10303,11436,44538
10303,11691,43812
10303,11692,40468
10303,11693,45326
10303,11694,36226
10304,10001,24242
10304,10002,22821
10304,10003,26172
10304,10004,20594
10304,10005,21113
10304,10006,19145
10304,10007,20232
10304,10009,24957
10304,10010,26275
10304,10011,23017
10304,10012,22265
10304,10013,20960
10304,10014,21949
10304,10016,27669
10304,10017,27759
10304,10018,24991
10304,10019,26199
10304,10021,30125
10304,10022,28743
10304,10023,31971
10304,10024,28769
10304,10025,30297
10304,10026,34965
10304,10027,32896
10304,10028,33073
10304,10029,33108
10304,10030,36798
10304,10031,39693
10304,10032,54190
10304,10033,40118
10304,10034,41962
10304,10035,35597
10304,10036,25270
10304,10037,35970
10304,10038,20510
10304,10039,38397
10304,10040,42070
10304,10044,33021
10304,10065,29711
10304,10069,27313
10304,10075,20594
10304,10128,32986
10304,10280,19317
10304,10282,19834
10304,10301,4026
10304,10302,8980
10304,10303,9469
10304,10304,0
10304,10305,2541
10304,10306,6825
10304,10307,25016
10304,10308,10212
10304,10309,20259
10304,10310,4347
10304,10312,18349
10304,10314,7145
10304,10451,37619
10304,10452,39280
10304,10453,42355
10304,10454,36066
10304,10455,38316
10304,10456,39152
10304,10457,42737
10304,10458,48030
10304,10459,41193
10304,10460,42107
10304,10461,46374
10304,10462,44434
10304,10463,44380
10304,10464,52143
10304,10465,45601
10304,10466,49730
10304,10467,46689
10304,10468,43340
10304,10469,50432
10304,10471,49517
10304,10472,42003
10304,10473,42175
10304,10474,41034
10304,10475,50052
10304,11101,30869
10304,11102,39587
10304,11103,33429
10304,11104,28460
10304,11105,33629
10304,11106,33624
10304,11201,17632
10304,11203,20863
10304,11204,12505
10304,11205,22042
10304,11206,22782
10304,11207,30131
10304,11208,31102
10304,11209,9306
10304,11210,21321
10304,11211,22482
10304,11212,29918
10304,11213,21233
10304,11214,11948
10304,11215,17485
10304,11216,21011
10304,11217,16059
10304,11218,17223
10304,11219,11489
10304,11220,11058
10304,11221,24224
10304,11222,25203
10304,11223,16710
10304,11224,13578
10304,11225,19505
10304,11226,18850
10304,11228,9198
10304,11229,17970
10304,11230,19808
10304,11231,15596
10304,11232,12654
10304,11233,23519
10304,11234,23879
10304,11235,15446
10304,11236,27386
10304,11237,27919
10304,11238,19541
10304,11239,27432
10304,11354,39003
10304,11355,36766
10304,11356,40857
10304,11357,42052
10304,11358,40753
10304,11360,56556
10304,11361,53581
10304,11362,51504
10304,11363,52793
10304,11364,53277
10304,11365,38326
10304,11367,42833
10304,11368,34369
10304,11369,33657
10304,11370,31805
10304,11372,31142
10304,11373,30805
10304,11374,32106
10304,11375,33470
10304,11377,28884
10304,11378,28640
10304,11379,30854
10304,11385,30984
10304,11411,43344
10304,11412,40069
10304,11413,37879
10304,11414,31246
10304,11415,40406
10304,11416,32730
10304,11417,31755
10304,11418,35026
10304,11419,34755
10304,11420,33278
10304,11421,34351
10304,11422,39582
10304,11423,53703
10304,11426,48903
10304,11427,49789
10304,11428,48167
10304,11429,46309
10304,11432,41309
10304,11433,39266
10304,11434,37624
10304,11435,39843
10304,11436,36351
10304,11691,35625
10304,11692,32280
10304,11693,37139
10304,11694,28038
10305,10001,23294
10305,10002,21873
10305,10003,25224
10305,10004,19646
10305,10005,20165
10305,10006,18197
10305,10007,19284
10305,10009,24009
10305,10010,25327
10305,10011,22069
10305,10012,21317
10305,10013,20012
10305,10014,21001
10305,10016,26721
10305,10017,26811
10305,10018,24043
10305,10019,25251
10305,10021,29177
10305,10022,27795
10305,10023,31023
10305,10024,27821
10305,10025,29349
10305,10026,34017
10305,10027,31948
10305,10028,32125
10305,10029,32160
10305,10030,35850
10305,10031,38745
10305,10032,41302
10305,10033,39170
10305,10034,41014
10305,10035,34649
10305,10036,24322
10305,10037,35022
10305,10038,19562
10305,10039,37449
10305,10040,41122
10305,10044,32073
10305,10065,28763
10305,10069,26365
10305,10075,19646
10305,10128,32038
10305,10280,18369
10305,10282,18886
10305,10301,6344
10305,10302,10778
10305,10303,11266
10305,10304,2766
10305,10305,0
10305,10306,5621
10305,10307,26814
10305,10308,9530
10305,10309,22056
10305,10310,6165
10305,10312,20146
10305,10314,8942
10305,10451,36671
10305,10452,38332
10305,10453,41407
10305,10454,35118
10305,10455,37368
10305,10456,38204
10305,10457,41789
10305,10458,47082
10305,10459,40245
10305,10460,41159
