,from,to,cost
485,2,147,19.623435647488648
486,2,148,21.067260900248904
487,2,149,14.691805081040654
488,2,150,13.746068336520237
489,2,151,12.783880019944414
490,2,152,13.616687750173478
491,2,153,13.578628179620233
492,2,154,14.88858365836677
493,2,155,15.710583655204585
494,2,156,11.904096632690871
495,2,157,22.793936769288834
496,2,158,18.80990702808914
497,2,159,22.490082742786154
498,2,160,20.304044146257926
499,2,161,20.806955348301972
500,2,162,21.191648355514523
501,2,163,16.59869769976847
502,2,164,17.44955774598839
503,2,165,18.998250798236565
504,2,166,15.375285756505646
505,2,167,17.38494157334445
506,2,168,24.348561315358182
507,2,169,22.642670007796045
508,2,170,19.845779027693098
509,2,171,21.17596748355984
510,3,4,0.9854759756258552
511,3,5,0.9035977960699062
512,3,6,0.09546170826377925
513,3,7,2.5926014052173154
514,3,8,3.3154009049663986
515,3,9,2.926538657159584
516,3,10,1.4036188339517273
517,3,11,0.5522584424323477
518,3,12,2.177142351087883
519,3,13,4.080911322092863
520,3,14,5.112840404349589
521,3,15,4.629035179930326
522,3,16,5.8936567955290835
523,3,17,7.21942045248312
524,3,18,5.846214789453489
525,3,19,7.171423091648118
526,3,20,8.387797007295925
527,3,21,9.77239179910672
528,3,22,10.704495329336627
529,3,23,11.63158575316906
530,3,24,8.216845583174765
531,3,25,10.043237929436652
532,3,26,12.729367334448241
533,3,27,13.108399343000581
534,3,28,14.781803275160934
535,3,29,16.157527947114804
536,3,30,18.294526592929177
537,3,31,11.258858156475009
538,3,32,5.182334805477795
539,3,33,12.418652973396524
540,3,34,0.6125849050223968
541,3,35,13.708182220648196
542,3,36,17.242459303581995
543,3,37,7.0569477552463615
544,3,38,6.67302608995425
545,3,39,7.228310480249433
546,3,40,0.0
547,3,41,8.795026969199853
548,3,42,0.967251993301909
549,3,43,0.7702451385765152
550,3,44,11.750521003170824
551,3,45,14.517654857541853
552,3,46,16.078313451555708
553,3,47,13.471560192318405
554,3,48,14.305864143223662
555,3,49,18.804698614242998
556,3,50,30.490210311115653
557,3,51,21.896217690418634
558,3,52,26.4228703878998
559,3,53,13.07484316094797
560,3,54,23.77504838959219
561,3,55,17.113823994886236
562,3,56,13.936677385176637
563,3,57,15.435276149853367
564,3,58,17.19269912446821
565,3,59,12.743877200242453
566,3,60,13.978119458854486
567,3,61,15.346054587900971
568,3,62,17.39653219610496
569,3,63,19.24763007441319
570,3,64,15.482827717167346
571,3,65,17.65981297440744
572,3,66,20.2366373483887
573,3,67,18.894910389125474
574,3,68,20.19917926297513
575,3,69,23.607973039590576
576,3,70,20.04489171960843
577,3,71,23.559802907392765
578,3,72,21.042010346448148
579,3,73,19.082280178297577
580,3,74,21.775918373593246
581,3,75,22.4169456553075
582,3,76,17.099851767540315
583,3,77,16.938875233083834
584,3,78,15.10866153385736
585,3,79,23.16006620037053
586,3,80,6.914165367800768
587,3,81,9.174725255782437
588,3,82,9.386159930986299
589,3,83,7.837340671896828
590,3,84,10.572642608063495
591,3,85,8.27160424250596
592,3,86,2.6157596392003932
593,3,87,9.291005138246923
594,3,88,10.843066009815207
595,3,89,4.123299810166082
596,3,90,5.470139218050233
597,3,91,10.643216001838224
598,3,92,11.963750683406412
599,3,93,10.116291146708358
600,3,94,10.805941419728516
601,3,95,4.2333647681881414
602,3,96,9.63905408864947
603,3,97,7.649336755880819
604,3,98,12.539191859486557
605,3,99,5.617107960733926
606,3,100,6.143567535925371
607,3,101,4.25318575525339
608,3,102,8.382619776149165
609,3,103,9.001337787530797
610,3,104,8.14101312642611
611,3,105,7.140961247590821
612,3,106,4.959683157543932
613,3,107,13.200990613166203
614,3,108,15.35242304446288
615,3,109,7.182215172981416
616,3,110,8.573941946686263
617,3,111,10.772853963731022
618,3,112,13.509049407318614
619,3,113,10.767516914916643
620,3,114,3.8950295010075173
621,3,115,6.9162920375290495
622,3,116,8.208816838036617
623,3,117,12.517632716535841
624,3,118,15.143600828855497
625,3,119,11.955088976539978
626,3,120,7.590560075861823
627,3,121,5.265811769542749
628,3,122,12.674455002536767
629,3,123,16.42907190947367
630,3,124,16.095240313871916
631,3,125,15.72862622647531
632,3,126,18.35557689371528
633,3,127,18.40354452008361
634,3,128,20.367200830411925
635,3,129,20.27928735034241
636,3,130,23.623633441585902
637,3,131,22.93038732222546
638,3,132,21.121763044456902
639,3,133,18.0011377089996
640,3,134,15.83042681233256
641,3,135,12.715696590509573
642,3,136,12.318526570985542
643,3,137,10.972036246602103
644,3,138,11.173214072485724
645,3,139,11.090968004165473
646,3,140,12.409367808270039
647,3,141,13.44284422492201
648,3,142,9.039312063517942
649,3,143,9.044479202817886
650,3,144,10.719211159890826
651,3,145,9.362714394282346
652,3,146,22.803439654237003
653,3,147,20.74753431753742
654,3,148,21.852021870934756
655,3,149,15.032652245464442
656,3,150,14.920366174883092
657,3,151,13.498119954863576
658,3,152,14.243736821872968
659,3,153,14.602913009708335
660,3,154,15.76481556509879
661,3,155,16.41503163709973
662,3,156,12.724484188704446
663,3,157,23.6051841794736
664,3,158,20.13574994332135
665,3,159,24.016195946901078
666,3,160,21.773012915296214
667,3,161,22.208121027269865
668,3,162,22.476456434623966
669,3,163,17.881959461407703
670,3,164,18.549099324779434
671,3,165,19.881184574134036
672,3,166,16.518531899038127
673,3,167,18.19488786138327
674,3,168,24.480425247898967
675,3,169,22.519885598032484
676,3,170,19.70604771766597
677,3,171,20.600367178054
678,4,5,0.5448047537117735
679,4,6,0.9282243750739181
680,4,7,3.3337389440078224
681,4,8,4.213399417759326
682,4,9,3.9119546691027303
683,4,10,2.3658933333759027
684,4,11,1.5140421498940473
685,4,12,3.152209684314313
686,4,13,4.997891647612025
687,4,14,6.024726378462446
688,4,15,5.613483364894971
689,4,16,6.87532057539328
690,4,17,8.140776509392074
691,4,18,6.757033557801677
692,4,19,8.154175637518698
693,4,20,9.368514369572834
694,4,21,10.749949717121599
695,4,22,11.665845455979847
696,4,23,12.602306938295577
697,4,24,9.139826360251813
698,4,25,10.976424996618746
699,4,26,13.689653887729737
700,4,27,14.081373386129663
701,4,28,15.753117793577525
702,4,29,17.12837206837483
703,4,30,19.261642979573995
704,4,31,12.191089510530723
705,4,32,6.16730503395758
706,4,33,13.36828720851335
707,4,34,0.7743615293465551
708,4,35,14.669181469519856
709,4,36,18.212133781430193
710,4,37,7.923917387539021
711,4,38,7.601808270953096
712,4,39,8.213755245035843
713,4,40,0.9854759756258552
714,4,41,9.724645196577354
715,4,42,0.8678238474501888
716,4,43,1.3324961142781038
717,4,44,10.883774957170123
718,4,45,13.764161176767047
719,4,46,15.373707775666444
720,4,47,12.54721142399701
721,4,48,13.349130437697264
722,4,49,17.875988866890673
723,4,50,29.642213081496422
724,4,51,20.993832142073725
725,4,52,25.572991669924463
726,4,53,12.276280216731548
727,4,54,22.89917580922667
728,4,55,16.29535175262427
729,4,56,14.870299206761958
730,4,57,16.384434559395526
731,4,58,18.142953683200194
732,4,59,13.653744432697081
733,4,60,14.875496413763866
734,4,61,16.272729663928082
735,4,62,18.3280210146269
736,4,63,20.180307139473605
737,4,64,16.37261522473425
738,4,65,18.551838283991373
739,4,66,21.078275931327692
740,4,67,19.760818273638435
741,4,68,21.160173355142334
742,4,69,24.371512529806783
743,4,70,20.806320075247864
744,4,71,24.473362384086478
745,4,72,21.96302983662467
746,4,73,20.029300652898375
747,4,74,22.666391498052906
748,4,75,23.385489854371954
749,4,76,17.95880958047871
750,4,77,17.754899893607405
751,4,78,15.957012986463303
752,4,79,24.026242634659063
753,4,80,7.59148595087994
754,4,81,9.99210833816741
755,4,82,10.121976785127517
756,4,83,8.45338759616154
757,4,84,11.36580132200487
758,4,85,9.049018547425677
759,4,86,1.993402932778419
760,4,87,8.714741852915623
761,4,88,9.92623551792335
762,4,89,3.817028936709971
763,4,90,5.4896630805664515
764,4,91,10.418444728684332
765,4,92,11.844623809136133
766,4,93,9.130835679907278
767,4,94,10.05968338163927
768,4,95,4.415600375388071
769,4,96,9.261933782615413
770,4,97,7.2291305413448566
771,4,98,11.589792633902961
772,4,99,4.807859417735623
773,4,100,5.751745523230097
774,4,101,3.5924839789427683
775,4,102,7.536960933190728
776,4,103,8.062778622522359
777,4,104,7.163949474650022
778,4,105,7.034846952519298
779,4,106,5.494197030925293
780,4,107,12.30062765062644
781,4,108,14.412596724595831
782,4,109,6.572450259678344
783,4,110,7.848061524293978
784,4,111,9.79964816771555
785,4,112,12.692687592332609
786,4,113,9.927901134401074
787,4,114,2.9673367088787277
788,4,115,5.966412567131041
789,4,116,7.965530954453406
790,4,117,11.842400975978837
791,4,118,14.284505571162855
792,4,119,11.467625393098064
793,4,120,7.651568490559524
794,4,121,4.742822390935558
795,4,122,12.321923161460782
796,4,123,16.974397318834306
797,4,124,16.56841986089451
798,4,125,16.39955219907777
799,4,126,18.96234029968808
800,4,127,18.881310607159154
801,4,128,20.91567268336724
802,4,129,20.742574967725748
803,4,130,24.035472880458773
804,4,131,23.405411280001648
805,4,132,21.479956464890673
806,4,133,18.355794316748337
807,4,134,16.145287734411127
808,4,135,13.194268851396615
809,4,136,12.928823224519075
810,4,137,11.626091605823113
811,4,138,11.738956607967491
812,4,139,11.518482820672212
813,4,140,12.754145645902948
814,4,141,13.739074144370624
815,4,142,9.619277549674365
816,4,143,9.398687981937764
817,4,144,10.986180993356491
818,4,145,9.484587706943962
819,4,146,22.927164582573507
820,4,147,20.86969295286986
821,4,148,21.819161387271475
822,4,149,14.845870156098004
823,4,150,15.093746585862236
824,4,151,13.480679940110482
825,4,152,14.182819507797538
826,4,153,14.711344497027621
827,4,154,15.80014378249548
828,4,155,16.37197868902063
829,4,156,12.759914015586984
830,4,157,23.578425503915522
831,4,158,20.35383130907074
832,4,159,24.32063905616146
833,4,160,22.054825043517447
834,4,161,22.455707878156506
835,4,162,22.667720359861573
836,4,163,18.08903078100242
837,4,164,18.668782859166996
838,4,165,19.89852619760471
839,4,166,16.668092258675532
840,4,167,18.18775214812973
841,4,168,24.167809938193916
842,4,169,22.112901590948727
843,4,170,19.30189341622224
844,4,171,20.029893668573912
845,5,6,0.8131903214304056
846,5,7,3.473876102696527
847,5,8,4.215678795559405
848,5,9,3.7109512564325597
849,5,10,2.283271198820791
850,5,11,1.4481410662348486
851,5,12,2.9024669099919542
852,5,13,4.974838182226386
853,5,14,6.007240314179992
854,5,15,5.428494815388666
855,5,16,6.706743825617276
856,5,17,8.108153230294471
857,5,18,6.740295068583169
858,5,19,7.976362750402359
859,5,20,9.200679644247389
860,5,21,10.594861527252405
861,5,22,11.558266949857371
862,5,23,12.469341656485653
863,5,24,9.10414886081855
864,5,25,10.923795055606764
865,5,26,13.58352931148749
866,5,27,13.940567609925807
867,5,28,15.61684813685927
868,5,29,16.993060873052038
869,5,30,19.136476450252854
870,5,31,12.139502372911654
871,5,32,5.973878707775163
872,5,33,13.285101455222
873,5,34,1.0461445483072893
874,5,35,14.56097531023786
875,5,36,18.079992333315086
876,5,37,7.959499043694147
877,5,38,7.5584324900367035
878,5,39,8.003765777959416
879,5,40,0.9035977960699062
880,5,41,9.678423058327096
881,5,42,0.32451670877301164
882,5,43,0.9042814366738164
883,5,44,10.85213218810119
884,5,45,13.618810817361672
885,5,46,15.189114335186561
886,5,47,12.595160523110401
887,5,48,13.45901847019656
888,5,49,17.929800912736138
889,5,50,29.58789857836423
890,5,51,21.006908493967252
891,5,52,25.520821388298888
892,5,53,12.171544265621632
893,5,54,22.87736632747125
894,5,55,16.210235149566476
895,5,56,14.815557710604761
896,5,57,16.301197319941046
897,5,58,18.05710248074159
898,5,59,13.635312154594194
899,5,60,14.873596108573617
900,5,61,16.228908457922405
901,5,62,18.276069575035294
902,5,63,20.126096749039895
903,5,64,16.38018047343475
904,5,65,18.556365895037715
905,5,66,21.14007569188866
906,5,67,19.796468594006463
907,5,68,21.05023897546008
908,5,69,24.50544905648429
909,5,70,20.941804365254324
910,5,71,24.448280022362162
911,5,72,21.927121370032257
912,5,73,19.949451399169007
913,5,74,22.672579534416865
914,5,75,23.25550183514119
915,5,76,18.002263834636228
916,5,77,17.842021032336085
917,5,78,16.01191044028565
918,5,79,24.06143457685674
919,5,80,7.785510313079503
920,5,81,10.077553881350243
921,5,82,10.275954058611676
922,5,83,8.687449697135037
923,5,84,11.473325012032255
924,5,85,9.169459296412448
925,5,86,2.5371583877129136
926,5,87,9.254128761279917
927,5,88,10.333818315496933
928,5,89,4.348311696769102
929,5,90,5.962569189578391
930,5,91,10.94718568011344
931,5,92,12.357094145600284
932,5,93,9.369673400180531
933,5,94,10.56487104838286
934,5,95,4.834911704850156
935,5,96,9.804658567403154
936,5,97,7.773189487517858
937,5,98,11.954673574547856
938,5,99,5.2986023678142296
939,5,100,6.2939405421505
940,5,101,4.127541856687745
941,5,102,8.002424415011044
942,5,103,8.448051205781962
943,5,104,7.473524519246529
944,5,105,7.540517291434779
945,5,106,5.768914400258207
946,5,107,12.721419377708619
947,5,108,14.789190645388594
948,5,109,7.109516069237538
949,5,110,8.361482512600416
950,5,111,10.117110717595661
951,5,112,13.168035107457325
952,5,113,10.393420087129408
953,5,114,3.389476050140792
954,5,115,6.340716598818405
955,5,116,8.495213851642957
956,5,117,12.365287258057231
957,5,118,14.734913393969663
958,5,119,12.01186766210227
959,5,120,8.118221433810959
960,5,121,5.287243747503527
961,5,122,12.863842688165688
962,5,123,17.254396862474213
963,5,124,16.886308900037534
964,5,125,16.602188109016247
965,5,126,19.2069892192703
966,5,127,19.197605607960284
967,5,128,21.194864845785926
968,5,129,21.066552063585966
969,5,130,24.384634436987202
970,5,131,23.724062073118674
971,5,132,21.85235301728025
972,5,133,18.72886054274723
973,5,134,16.533946502553583
974,5,135,13.507971055148582
975,5,136,13.169480512753916
976,5,137,11.838453246088209
977,5,138,12.00524690519101
978,5,139,11.855789656211526
979,5,140,13.128827406908036
980,5,141,14.133928184981626
981,5,142,9.875855365252002
982,5,143,9.76642642810293
983,5,144,11.39023960645529
984,5,145,9.936132680231353
985,5,146,23.384431498097154
986,5,147,21.326994822195058
987,5,148,22.317031770391853
988,5,149,15.3708073034392
989,5,150,15.533174863764936
990,5,151,13.972615507959524
