,from,to,cost
1988,12,15,2.5538856218976798
1989,12,16,3.839831080153264
1990,12,17,5.500061484153826
1991,12,18,4.228474346524025
1992,12,19,5.094026688679823
1993,12,20,6.323468825458318
1994,12,21,7.726221545102026
1995,12,22,8.74763864548088
1996,12,23,9.620622227140172
1997,12,24,6.467218698448716
1998,12,25,8.222536812133846
1999,12,26,10.76807958821127
2000,12,27,11.080193862926514
2001,12,28,12.758972212580968
2002,12,29,14.134638932803234
2003,12,30,16.28704119852625
2004,12,31,9.430939991068922
2005,12,32,3.086728245088706
2006,12,33,10.508011757779268
2007,12,34,2.6655590204764517
2008,12,35,11.739979838789509
2009,12,36,15.223860869576011
2010,12,37,5.576480421146184
2011,12,38,4.9342905704234905
2012,12,39,5.103340323636049
2013,12,40,2.177142351087883
2014,12,41,7.005927250240546
2015,12,42,2.7568949400370673
2016,12,43,2.0724135574295364
2017,12,44,13.546947845489546
2018,12,45,16.03301884718277
2019,12,46,17.470864386446998
2020,12,47,15.4023576386443
2021,12,48,16.326436018236443
2022,12,49,20.73450269082604
2023,12,50,32.183935106312376
2024,12,51,23.747635608527712
2025,12,52,28.127595818309977
2026,12,53,14.704046495330589
2027,12,54,25.552263013148284
2028,12,55,18.765925854869128
2029,12,56,12.086159662830875
2030,12,57,13.514685211926963
2031,12,58,15.262674723998908
2032,12,59,10.993469632250315
2033,12,60,12.265317785565989
2034,12,61,13.516520590409227
2035,12,62,15.541129412610818
2036,12,63,17.382717955957382
2037,12,64,13.78787448112506
2038,12,65,15.946577374762994
2039,12,66,18.67852007180142
2040,12,67,17.264367937082703
2041,12,68,18.217382580542765
2042,12,69,22.271224932433974
2043,12,70,18.730344832688875
2044,12,71,21.755332873574158
2045,12,72,19.216150516393597
2046,12,73,17.1614825190799
2047,12,74,20.05437890992114
2048,12,75,20.397953878878415
2049,12,76,15.500614850123416
2050,12,77,15.478094993489561
2051,12,78,13.556931135724499
2052,12,79,21.51442239172493
2053,12,80,6.1053724075595115
2054,12,81,7.810639511248023
2055,12,82,8.285284047265913
2056,12,83,7.159786521301427
2057,12,84,9.258379927376433
2058,12,85,7.0720515567172075
2059,12,86,4.610881151896813
2060,12,87,11.012885498231118
2061,12,88,12.989844132152433
2062,12,89,5.655729115226775
2063,12,90,6.360207672996488
2064,12,91,11.756055893686202
2065,12,92,12.849807462411851
2066,12,93,12.264007769096752
2067,12,94,12.75388553206421
2068,12,95,4.954873699388561
2069,12,96,11.040367926718375
2070,12,97,9.168590166665053
2071,12,98,14.709568654302862
2072,12,99,7.681483123881793
2073,12,100,7.672298683408521
2074,12,101,6.197651763444679
2075,12,102,10.464417039776423
2076,12,103,11.166404798590765
2077,12,104,10.315775624275368
2078,12,105,8.152006506845035
2079,12,106,4.755479236504826
2080,12,107,15.32970343487785
2081,12,108,17.51573300102479
2082,12,109,8.987396426762476
2083,12,110,10.512149160148184
2084,12,111,12.949446030455434
2085,12,112,15.538539596264444
2086,12,113,12.83356682600531
2087,12,114,6.06156175521892
2088,12,115,9.088819751309194
2089,12,116,9.419986065444693
2090,12,117,14.354643890751165
2091,12,118,17.22348616894972
2092,12,119,13.503158037516393
2093,12,120,8.258878816686003
2094,12,121,7.012328256443051
2095,12,122,13.982770319698963
2096,12,123,15.73841623849652
2097,12,124,15.593539097162639
2098,12,125,14.706433255477513
2099,12,126,17.48372638954935
2100,12,127,17.865229512429003
2101,12,128,19.63250374201879
2102,12,129,19.76104579275909
2103,12,130,23.20910874475183
2104,12,131,22.364726504230944
2105,12,132,20.852994465387194
2106,12,133,17.76837955983022
2107,12,134,15.717817308816313
2108,12,135,12.253929942255636
2109,12,136,11.515151000476907
2110,12,137,10.07449727070546
2111,12,138,10.51712861053717
2112,12,139,10.796328880824339
2113,12,140,12.284677733167872
2114,12,141,13.411966780338545
2115,12,142,8.41068026831436
2116,12,143,8.998213238597852
2117,12,144,10.819959617954417
2118,12,145,9.828836845274358
2119,12,146,23.059903139221557
2120,12,147,21.022013318237974
2121,12,148,22.45104639441252
2122,12,149,16.003246204732577
2123,12,150,15.14460825105051
2124,12,151,14.15302639231356
2125,12,152,14.975558797723192
2126,12,153,14.974542933870392
2127,12,154,16.27650885800334
2128,12,155,17.0823038578089
2129,12,156,13.283876214207698
2130,12,157,24.18066108143942
2131,12,158,20.20090832135571
2132,12,159,23.855088000043427
2133,12,160,21.679167759194133
2134,12,161,22.190179672216676
2135,12,162,22.584670605458548
2136,12,163,17.993286518764965
2137,12,164,18.84808173249721
2138,12,165,20.388891501053056
2139,12,166,16.773892024517647
2140,12,167,18.769038293400907
2141,12,168,25.626882322563805
2142,12,169,23.852463756558624
2143,12,170,21.0470203975704
2144,12,171,22.231118285288815
2145,13,14,1.0324128396222885
2146,13,15,1.6771316206731355
2147,13,16,2.3996018164552835
2148,13,17,3.1429648196455755
2149,13,18,1.7655256559071566
2150,13,19,3.585781212912604
2151,13,20,4.677381566539989
2152,13,21,5.9654866111842875
2153,13,22,6.735661585041439
2154,13,23,7.723852835267737
2155,13,24,4.14194822452493
2156,13,25,5.9813124103988615
2157,13,26,8.747005972178926
2158,13,27,9.212337982213
2159,13,28,10.863596822727022
2160,13,29,12.23126339881269
2161,13,30,14.338068086533555
2162,13,31,7.194930582156163
2163,13,32,2.0647506011842
2164,13,33,8.393761196792806
2165,13,34,4.273782562650006
2166,13,35,9.726837469057633
2167,13,36,13.304851923740511
2168,13,37,3.0346608617315893
2169,13,38,2.6064413848953953
2170,13,39,3.8420916651640087
2171,13,40,4.080911322092863
2172,13,41,4.728072587527952
2173,13,42,4.950046704477889
2174,13,43,4.355398909996489
2175,13,44,15.826237643579093
2176,13,45,18.49022300061483
2177,13,46,19.976949966020786
2178,13,47,17.543456570552767
2179,13,48,18.33349164190555
2180,13,49,22.873545830697584
2181,13,50,34.54966539351591
2182,13,51,25.9768565093544
2183,13,52,30.484586424412925
2184,13,53,17.101673407370367
2185,13,54,27.851694189299653
2186,13,55,21.15393074572419
2187,13,56,9.874232453962668
2188,13,57,11.405661557478545
2189,13,58,13.165071020709641
2190,13,59,8.663166122239485
2191,13,60,9.898780979299296
2192,13,61,11.274838450216912
2193,13,62,13.330749656294843
2194,13,63,15.183291214028229
2195,13,64,11.406522198802474
2196,13,65,13.581913032321749
2197,13,66,16.20752117229116
2198,13,67,14.836476901959893
2199,13,68,16.208440935308573
2200,13,69,19.71889682144063
2201,13,70,16.171090672316385
2202,13,71,19.480417541083945
2203,13,72,16.96624926543231
2204,13,73,15.044905362601458
2205,13,74,17.698129047752357
2206,13,75,18.464010712759222
2207,13,76,13.050840740799503
2208,13,77,12.958685603825044
2209,13,78,11.077153158956241
2210,13,79,19.099271549677113
2211,13,80,3.6825762791580967
2212,13,81,5.245522885925831
2213,13,82,5.714872995336412
2214,13,83,4.772619380580728
2215,13,84,6.68805117384657
2216,13,85,4.494665384378519
2217,13,86,5.680053932329216
2218,13,87,11.037699861334918
2219,13,88,14.050748520171828
2220,13,89,5.844748413320537
2221,13,90,5.603896460095784
2222,13,91,10.847714469446526
2223,13,92,11.626165675554823
2224,13,93,13.953049278900044
2225,13,94,13.173932697727201
2226,13,95,4.280905055370077
2227,13,96,10.554810480929746
2228,13,97,8.961979488497247
2229,13,98,15.925171743886958
2230,13,99,8.604304730155752
2231,13,100,7.598758255216374
2232,13,101,6.964214050910538
2233,13,102,11.317459523022531
2234,13,103,12.385770621645
2235,13,104,11.829322497815134
2236,13,105,7.333465239458216
2237,13,106,3.0529475765076337
2238,13,107,16.260536833826215
2239,13,108,18.631906978600632
2240,13,109,9.265767950397374
2241,13,110,10.984032837834718
2242,13,111,14.382113130152486
2243,13,112,16.111108333079752
2244,13,113,13.570881511431248
2245,13,114,7.471131499837505
2246,13,115,10.432731938158874
2247,13,116,8.760917228975506
2248,13,117,14.491164677635645
2249,13,118,17.932084991585963
2250,13,119,13.147809312750235
2251,13,120,7.023721852496043
2252,13,121,7.343282597448715
2253,13,122,13.258273736319294
2254,13,123,13.240344020600514
2255,13,124,13.173080579601919
2256,13,125,12.133728795729958
2257,13,126,14.931103689994197
2258,13,127,15.41726220707085
2259,13,128,17.10987371350792
2260,13,129,17.31456754126723
2261,13,130,20.797541868870685
2262,13,131,19.892372844285358
2263,13,132,18.522919059048917
2264,13,133,15.475863556049207
2265,13,134,13.518639245737436
2266,13,135,9.882309903355829
2267,13,136,8.999785747334457
2268,13,137,7.5393002808194405
2269,13,138,8.06920607914881
2270,13,139,8.550021706965754
2271,13,140,10.126159084626357
2272,13,141,11.301745336423421
2273,13,142,6.013986614598238
2274,13,143,6.999379555081578
2275,13,144,8.876454188507951
2276,13,145,8.271742851377978
2277,13,146,21.06962951441496
2278,13,147,19.060424927984517
2279,13,148,20.764051183843605
2280,13,149,14.797769625168161
2281,13,150,13.207309342566525
2282,13,151,12.639333402026804
2283,13,152,13.524077217506358
2284,13,153,13.168401273193384
2285,13,154,14.578093772904511
2286,13,155,15.524444534999004
2287,13,156,11.694368211502047
2288,13,157,22.458136484791865
2289,13,158,18.085842047517218
2290,13,159,21.573514263807528
2291,13,160,19.448078467608198
2292,13,161,20.005511858203292
2293,13,162,20.48522669966995
2294,13,163,15.930594597729637
2295,13,164,16.92605500143322
2296,13,165,18.63479733707669
2297,13,166,14.839238872772164
2298,13,167,17.095364609102248
2299,13,168,24.514417299147155
2300,13,169,23.00163599776521
2301,13,170,20.23758204130698
2302,13,171,21.85669496863749
2303,14,15,1.8708723104463607
2304,14,16,1.9596231539022018
2305,14,17,2.1190211293555046
2306,14,18,0.7334029479113626
2307,14,19,2.9240736968331404
2308,14,20,3.883349812556164
2309,14,21,5.09010359854142
2310,14,22,5.769285700229042
2311,14,23,6.782610492626394
2312,14,24,3.117951576664014
2313,14,25,4.964693480589983
2314,14,26,7.766934868283997
2315,14,27,8.26965799955273
2316,14,28,9.906491834718821
2317,14,29,11.268080156942787
2318,14,30,13.36015508167938
2319,14,31,6.17576961258154
2320,14,32,1.9909852073252994
2321,14,33,7.394011693369146
2322,14,34,5.293681473576868
2323,14,35,8.74509634264815
2324,14,36,12.33551121866735
2325,14,37,2.0414723141425473
2326,14,38,1.5980613414448521
2327,14,39,3.2807534657043864
2328,14,40,5.112840404349589
2329,14,41,3.7099107894309338
2330,14,42,5.980911363840197
2331,14,43,5.38002669443973
2332,14,44,16.858609401016338
2333,14,45,19.508554189755447
2334,14,46,20.982612166791704
2335,14,47,18.571699454624262
2336,14,48,19.3506277030448
2337,14,49,23.90062178258899
2338,14,50,35.58014680416488
2339,14,51,27.008269590946384
2340,14,52,31.51543128526898
2341,14,53,18.12840683385289
2342,14,54,28.88407535775136
2343,14,55,22.18209510899328
2344,14,56,8.854310745595628
2345,14,57,10.400359522453687
2346,14,58,12.159469402398363
2347,14,59,7.632008339138558
2348,14,60,8.86636907372503
2349,14,61,10.249893226709796
2350,14,62,12.308170702555227
2351,14,63,14.161073649165626
2352,14,64,10.374361940901226
2353,14,65,12.549551074028049
2354,14,66,15.186534286835984
2355,14,67,13.808002345251897
2356,14,68,15.21585038197671
2357,14,69,18.73621415858157
2358,14,70,15.195689428499938
2359,14,71,18.450260532564496
2360,14,72,15.938307601539833
2361,14,73,14.034363530962603
2362,14,74,16.66576186173368
2363,14,75,17.484144859162353
2364,14,76,12.025084839966185
2365,14,77,11.9534796604879
2366,14,78,10.057154879581468
2367,14,79,18.06993885138838
2368,14,80,3.15728883927523
2369,14,81,4.281841456545942
2370,14,82,4.867693230643978
2371,14,83,4.243189279311535
2372,14,84,5.7334023135640955
2373,14,85,3.6228994438008746
2374,14,86,6.618021305597143
2375,14,87,11.638235512109924
2376,14,88,14.911491081543673
2377,14,89,6.594282879411726
2378,14,90,6.057293929836217
2379,14,91,11.104741237987135
2380,14,92,11.730805561854394
2381,14,93,14.934101595519074
2382,14,94,13.874635368283824
2383,14,95,4.841567801956074
2384,14,96,10.985196046204758
2385,14,97,9.516691462800214
2386,14,98,16.81368144186109
2387,14,99,9.472244328215561
2388,14,100,8.224368166216859
2389,14,101,7.822376451357668
2390,14,102,12.145204222019196
2391,14,103,13.287970264395081
2392,14,104,12.788147371028074
2393,14,105,7.698709883786307
2394,14,106,3.2432376010132997
2395,14,107,17.08183701153047
2396,14,108,19.490851476905522
2397,14,109,9.965502060641752
2398,14,110,11.717399446566054
2399,14,111,15.31885527423485
2400,14,112,16.838408894373813
2401,14,113,14.3554725650973
2402,14,114,8.4374513358128
2403,14,115,11.36840414481464
2404,14,116,9.155425338076888
2405,14,117,15.097044507249903
2406,14,118,18.689783552914463
2407,14,119,13.59682847131211
2408,14,120,7.212711774848517
2409,14,121,8.090750384758394
2410,14,122,13.564285043352942
2411,14,123,12.490566031775097
2412,14,124,12.50866455681329
2413,14,125,11.256898956709543
2414,14,126,14.098159854527255
2415,14,127,14.718117719579551
2416,14,128,16.320704630057623
2417,14,129,16.612717992228582
2418,14,130,20.123241386649013
2419,14,131,19.15941455592702
2420,14,132,17.923441594632735
2421,14,133,14.915802409278307
2422,14,134,13.039490113170578
2423,14,135,9.283422635915839
2424,14,136,8.243409504412718
2425,14,137,6.7606089420459705
2426,14,138,7.4064315933946006
2427,14,139,8.076472654524636
2428,14,140,9.703432603344945
2429,14,141,10.903010733290472
2430,14,142,5.439315715684521
2431,14,143,6.745149392007258
2432,14,144,8.621668912717576
2433,14,145,8.261314380524528
2434,14,146,20.702038339286645
2435,14,147,18.716847147361186
2436,14,148,20.573123593639707
2437,14,149,14.880709863905441
2438,14,150,12.908653906547773
2439,14,151,12.588140557735093
2440,14,152,13.49697747473468
2441,14,153,12.949947000692488
2442,14,154,14.41095125989328
2443,14,155,15.427233840539138
2444,14,156,11.612531474353037
2445,14,157,22.24247830592192
2446,14,158,17.64658414332921
2447,14,159,21.005956830361473
2448,14,160,18.92302614646571
2449,14,161,19.512486271896453
2450,14,162,20.04922114544493
2451,14,163,15.53497098540528
2452,14,164,16.61524759391329
2453,14,165,18.414793173309256
2454,14,166,14.531453557723246
2455,14,167,16.926999495051913
2456,14,168,24.595271059103332
2457,14,169,23.201380957209068
2458,14,170,20.46486959200922
2459,14,171,22.249849510397553
2460,15,16,1.2860371729363773
2461,15,17,3.231970782130318
2462,15,18,2.2787603960841722
2463,15,19,2.547872631543668
2464,15,20,3.7735772597589925
2465,15,21,5.173383434318443
2466,15,22,6.207745017351949
2467,15,23,7.0672491098725585
2468,15,24,4.114950570225573
2469,15,25,5.767012942057405
2470,15,26,8.223287437982684
2471,15,27,8.526513951735513
2472,15,28,10.205194668475782
2473,15,29,11.580947701542014
2474,15,30,13.733195343847223
2475,15,31,6.958581900366073
2476,15,32,0.5583835930562256
2477,15,33,7.982633718428567
2478,15,34,5.008250761556039
2479,15,35,9.192447571695833
2480,15,36,12.670060197366388
2481,15,37,3.633142175012783
2482,15,38,2.6845468599900655
2483,15,39,2.610504824537899
2484,15,40,4.629035179930326
2485,15,41,4.59795355590816
2486,15,42,5.304149806686999
2487,15,43,4.6244941453833155
2488,15,44,16.08099452754214
2489,15,45,18.465074614844035
2490,15,46,19.83877890256191
2491,15,47,17.955311061378133
2492,15,48,18.87614954047079
2493,15,49,23.28665780236787
2494,15,50,34.66967594817322
2495,15,51,26.287049962170865
2496,15,52,30.620048102260792
2497,15,53,17.186145803266516
2498,15,54,28.07132032628325
2499,15,55,21.248003583872087
2500,15,56,9.586336412514884
2501,15,57,10.979698078063885
2502,15,58,12.722822783943846
2503,15,59,8.564712977528242
2504,15,60,9.855339503579394
2505,15,61,11.023855477522298
2506,15,62,13.030617091035733
2507,15,63,14.865275531908829
2508,15,64,11.381698057617571
2509,15,65,13.517927812542244
2510,15,66,16.351669224403704
2511,15,67,14.888867239691388
2512,15,68,15.66517013245836
2513,15,69,20.109673644878228
2514,15,70,16.607910365221855
2515,15,71,19.2612660336966
2516,15,72,16.71450495915961
2517,15,73,14.62313756903919
2518,15,74,17.609291683997665
2519,15,75,17.844370140993647
2520,15,76,13.157383087697088
2521,15,77,13.250218950078533
2522,15,78,11.266783500157253
2523,15,79,19.11528008179714
2524,15,80,5.025028109163757
2525,15,81,5.845825333810512
2526,15,82,6.612591734806695
2527,15,83,6.113303287054106
2528,15,84,7.287343129761758
2529,15,85,5.362830460238641
2530,15,86,6.743211075192676
2531,15,87,12.553468396608322
2532,15,88,15.202539195133092
2533,15,89,7.256125999644182
2534,15,90,7.236195498307168
2535,15,91,12.518120300905291
2536,15,92,13.30131057702062
2537,15,93,14.742228182368649
2538,15,94,14.581948200082019
2539,15,95,5.87756061880866
2540,15,96,12.176863246414328
2541,15,97,10.521458427817553
2542,15,98,17.005287893806763
2543,15,99,9.78443598502937
2544,15,100,9.113795643471812
2545,15,101,8.18825811868254
2546,15,102,12.550319472292042
2547,15,103,13.45116637336389
2548,15,104,12.725965398389471
2549,15,105,8.986766292690666
2550,15,106,4.725837523856883
2551,15,107,17.480129047270978
2552,15,108,19.769486580516922
2553,15,109,10.696088338459171
2554,15,110,12.362782782173683
2555,15,111,15.336628116420773
2556,15,112,17.476055856984573
2557,15,113,14.863432877922074
2558,15,114,8.395693420430561
2559,15,115,11.420619519275009
2560,15,116,10.401330590489913
2561,15,117,15.991082033650283
2562,15,118,19.249999712074295
2563,15,119,14.755964967686227
2564,15,120,8.70084836324542
2565,15,121,8.735229841782694
2566,15,122,14.917676854622695
2567,15,123,14.281788100067143
2568,15,124,14.348068386094553
2569,15,125,12.914130867868971
2570,15,126,15.806430132264717
2571,15,127,16.538397129469406
2572,15,128,18.07216307075565
2573,15,129,18.429617811339124
2574,15,130,21.9523095827685
2575,15,131,20.954257816790903
2576,15,132,19.781052516491123
2577,15,133,16.782187910966506
2578,15,134,14.909921254913323
2579,15,135,11.146016967821094
2580,15,136,10.041622720465579
2581,15,137,8.549816999859567
2582,15,138,9.25481363559309
2583,15,139,9.945401009919264
2584,15,140,11.566888393794184
2585,15,141,12.762800401913132
2586,15,142,7.3089429564339135
2587,15,143,8.552159337974466
2588,15,144,10.43277397099808
2589,15,145,9.925797708585492
2590,15,146,22.55837126274925
2591,15,147,20.566596986054225
2592,15,148,22.362264325239757
2593,15,149,16.4718342734739
2594,15,150,14.741615925435292
2595,15,151,14.286930949155222
2596,15,152,15.178674787671541
2597,15,153,14.74922524474461
2598,15,154,16.184668422271063
2599,15,155,17.159223229511287
2600,15,156,13.331820216100892
2601,15,157,24.044463311163494
2602,15,158,19.51461911595741
2603,15,159,22.86978741354829
2604,15,160,20.792597127453963
2605,15,161,21.383347094448908
2606,15,162,21.91718539376517
2607,15,163,17.396051675562127
2608,15,164,18.45429122253924
2609,15,165,20.21768316453018
2610,15,166,16.368555755173364
2611,15,167,18.702703329989983
2612,15,168,26.18941935356866
2613,15,169,24.675644994457915
2614,15,170,21.908768365353637
2615,15,171,23.48165005958096
2616,16,17,2.310693681882513
2617,16,18,1.9156621311636697
2618,16,19,1.2818615807646263
2619,16,20,2.494919378171362
2620,16,21,3.88945469522402
2621,16,22,4.931456664391798
2622,16,23,5.781271855911043
2623,16,24,3.043367799621285
2624,16,25,4.563865195485122
2625,16,26,6.942368180825403
2626,16,27,7.241118519454546
2627,16,28,8.919614765859325
2628,16,29,10.295488782489423
2629,16,30,12.447210239807315
2630,16,31,5.734185491699454
2631,16,32,0.7850242432764792
2632,16,33,6.715451417162629
2633,16,34,6.246436952912111
2634,16,35,7.9095771670580755
2635,16,36,11.384421086225014
2636,16,37,3.003008717105829
2637,16,38,1.8575298482417824
2638,16,39,1.449258072423972
2639,16,40,5.8936567955290835
2640,16,41,3.4553109704008604
2641,16,42,6.587893899755993
2642,16,43,5.909734092351144
2643,16,44,17.361107829319256
2644,16,45,19.706331958602664
2645,16,46,21.053753305697196
2646,16,47,19.241283577848442
2647,16,48,20.15941972332624
2648,16,49,24.572448942278214
2649,16,50,35.92890505757802
2650,16,51,27.56849575927862
2651,16,52,31.88248134374214
2652,16,53,18.44715109886953
2653,16,54,29.34479758124402
2654,16,55,22.50777222133659
2655,16,56,8.33511363969468
2656,16,57,9.704213488537961
2657,16,58,11.44396880730338
2658,16,59,7.366255008010519
2659,16,60,8.665252052974196
2660,16,61,9.775647598800774
2661,16,62,11.769458177732636
2662,16,63,13.59913596121629
2663,16,64,10.189667691486047
2664,16,65,12.307350742165433
2665,16,66,15.198781317977986
2666,16,67,13.709003800272445
2667,16,68,14.379549814387133
2668,16,69,19.046970484743092
2669,16,70,15.57648350619128
2670,16,71,18.007237137565333
2671,16,72,15.456994461577285
2672,16,73,13.34485862981552
2673,16,74,16.384513692881765
2674,16,75,16.559002433039076
2675,16,76,12.001216905060039
2676,16,77,12.16621383906407
2677,16,78,10.151264901937513
2678,16,79,17.916194254902
2679,16,80,4.893819345622293
2680,16,81,5.043797661260836
2681,16,82,5.992349455920916
2682,16,83,5.923926547108892
2683,16,84,6.436384684914501
2684,16,85,4.777663653699425
2685,16,86,7.904707810593605
2686,16,87,13.433387377964735
2687,16,88,16.346266943152845
2688,16,89,8.2345648091314
2689,16,90,7.9411036298610345
2690,16,91,13.05838747729269
2691,16,92,13.686688263939018
2692,16,93,15.995227620743902
2693,16,94,15.568374403537975
2694,16,95,6.658176486974525
2695,16,96,12.888383015694998
2696,16,97,11.3463475322585
2697,16,98,18.180111566674817
2698,16,99,10.907900830583355
2699,16,100,9.99623408386782
2700,16,101,9.28640092430785
2701,16,102,13.651795499285408
2702,16,103,14.628248859350075
2703,16,104,13.953771956248044
2704,16,105,9.622983866204738
2705,16,106,5.192111160605487
2706,16,107,18.592620086058563
2707,16,108,20.922513805786256
2708,16,109,11.66214043931203
2709,16,110,13.37147452929494
2710,16,111,16.55174829872297
2711,16,112,18.49740771238465
2712,16,113,15.93273815285953
2713,16,114,9.607692658956005
2714,16,115,12.621087148874647
2715,16,116,11.071487660420019
2716,16,117,16.888429213277945
2717,16,118,20.30516306606237
2718,16,119,15.493235284580791
2719,16,120,9.170923183746435
2720,16,121,9.730727122830181
2721,16,122,15.510475986653725
2722,16,123,13.653834902367215
2723,16,124,13.839726525358689
2724,16,125,12.10032742185772
2725,16,126,15.039788285602349
2726,16,127,15.966227404254202
2727,16,128,17.35965932950066
2728,16,129,17.843037063385967
2729,16,130,21.389813907201233
2730,16,131,20.311957282405274
2731,16,132,19.328821360486547
2732,16,133,16.39588225588801
2733,16,134,14.636926354874221
2734,16,135,10.757484308874824
2735,16,136,9.457759550240505
2736,16,137,7.966236997387626
2737,16,138,8.814861677224684
2738,16,139,9.726082329408554
2739,16,140,11.387800158016244
2740,16,141,12.601470112846064
2741,16,142,7.026724987088541
2742,16,143,8.591491412775724
2743,16,144,10.452019721510528
2744,16,145,10.200743964215592
2745,16,146,22.393240581527667
2746,16,147,20.435682717074243
2747,16,148,22.409003765071294
2748,16,149,16.832171243934816
2749,16,150,14.684523068708364
2750,16,151,14.506519129047547
2751,16,152,15.422383975990408
2752,16,153,14.783433553144762
2753,16,154,16.27179454615969
2754,16,155,17.322247301181328
2755,16,156,13.521058476604717
2756,16,157,24.059538202138242
2757,16,158,19.269550582049476
2758,16,159,22.44936532372161
2759,16,160,20.434336255193333
2760,16,161,21.064345490341736
2761,16,162,21.668801849838932
2762,16,163,17.21256046976199
2763,16,164,18.368727238300416
2764,16,165,20.234393057072108
2765,16,166,16.293836160455815
2766,16,167,18.782269859112176
2767,16,168,26.543349522732687
2768,16,169,25.160986580823035
2769,16,170,22.423430239582242
2770,16,171,24.17352833590115
2771,17,18,1.3935902608919368
2772,17,19,2.200199151348757
2773,17,20,2.4816829867905312
2774,17,21,3.3187781712808393
2775,17,22,3.7401364583665626
2776,17,23,4.796982490353564
2777,17,24,0.9991913412560485
2778,17,25,2.848087681896367
2779,17,26,5.696788424535802
2780,17,27,6.267295312435775
2781,17,28,7.868948528670122
2782,17,29,9.216462520904864
2783,17,30,11.282782243743492
2784,17,31,4.057213323770324
2785,17,32,2.9527373808701736
2786,17,33,5.293842208791512
2787,17,34,7.412500366333527
2788,17,35,6.669199694013236
2789,17,36,10.272134210781783
2790,17,37,1.0221033222180937
2791,17,38,0.5663678274123518
2792,17,39,2.7124798865902915
2793,17,40,7.21942045248312
2794,17,41,1.593375487735797
2795,17,42,8.066756491854536
2796,17,43,7.445082554682828
2797,17,44,18.952077204955312
2798,17,45,21.532010572036075
2799,17,46,22.96481300484602
2800,17,47,20.686209675870153
2801,17,48,21.46952581286741
2802,17,49,26.01650889533718
2803,17,50,37.65243288753499
2804,17,51,29.114735418865333
2805,17,52,33.59060923080438
2806,17,53,20.184451718505557
2807,17,54,30.97661168561591
2808,17,55,24.243343794124886
2809,17,56,6.7353844275682375
2810,17,57,8.290818326274962
2811,17,58,10.048975215196123
2812,17,59,5.528728808178385
2813,17,60,6.780578255348954
2814,17,61,8.132074610073252
2815,17,62,10.189348476411775
2816,17,63,12.042192134518308
2817,17,64,8.297994008018051
2818,17,65,10.465764872185865
2819,17,66,13.184475661831804
2820,17,67,11.764606633752425
2821,17,68,13.118090946340889
2822,17,69,16.880963947815466
2823,17,70,13.375980163010965
2824,17,71,16.340567081381558
2825,17,72,13.823711956285972
2826,17,73,11.919444033595894
2827,17,74,14.580054642275133
2828,17,75,15.401213947538205
2829,17,76,10.00200676142407
2830,17,77,10.031794117108573
2831,17,78,8.072638176113886
2832,17,79,16.017150998352626
2833,17,80,3.3548142051933754
2834,17,81,2.736962834174021
2835,17,82,3.762133183710349
2836,17,83,4.1849651481853165
2837,17,84,4.127377960789891
2838,17,85,2.6175152735446976
2839,17,86,8.690544042889796
2840,17,87,13.258425408016008
2841,17,88,16.876542635698403
2842,17,89,8.476455702108497
2843,17,90,7.583074286884488
2844,17,91,12.182363254523267
2845,17,92,12.524922720507238
2846,17,93,17.032398740271333
2847,17,94,15.624654082645979
2848,17,95,6.555285137936625
2849,17,96,12.351957096016344
2850,17,97,11.096509161086644
2851,17,98,18.81020141760404
2852,17,99,11.46330836546021
2853,17,100,9.92491042046229
2854,17,101,9.811856078641366
2855,17,102,14.076683275225744
2856,17,103,15.306745185513362
2857,17,104,14.867812602484102
2858,17,105,9.037633638515876
2859,17,106,4.648884117512036
2860,17,107,18.990013049369185
2861,17,108,21.445458518949273
2862,17,109,11.743181079744014
2863,17,110,13.52653341244005
2864,17,111,17.37362709527412
2865,17,112,18.613932133904136
2866,17,113,16.22147848757989
2867,17,114,10.528675599020568
2868,17,115,13.42703133451603
2869,17,116,10.50021476104881
2870,17,117,16.697729917265292
2871,17,118,20.50411077863389
2872,17,119,14.960236218756766
2873,17,120,8.290525690636942
2874,17,121,9.95010175010046
2875,17,122,14.68755529965768
2876,17,123,11.374477894166482
2877,17,124,11.618915884023446
2878,17,125,9.790514978093757
2879,17,126,12.729404592771118
2880,17,127,13.706389839376701
2881,17,128,15.054280320350648
2882,17,129,15.574238756265656
2883,17,130,19.127655913531303
2884,17,131,18.021301833656615
2885,17,132,17.12846154294436
2886,17,133,14.249096282389596
2887,17,134,12.594882353888206
2888,17,135,8.64304658588443
2889,17,136,7.212850712151131
2890,17,137,5.7331347045369645
2891,17,138,6.679454056913112
2892,17,139,7.7961586724985885
2893,17,140,9.474720305672003
2894,17,141,10.692191394569443
2895,17,142,5.1007599951523455
2896,17,143,7.0316636839359
2897,17,144,8.804972163600873
2898,17,145,8.94383767028528
2899,17,146,20.419652273763592
2900,17,147,18.50403611822997
2901,17,148,20.671124406837865
2902,17,149,15.58291019824888
2903,17,150,12.872781160886676
2904,17,151,13.068902511006671
2905,17,152,14.008432993520287
2906,17,153,13.084177527047828
2907,17,154,14.626367916980456
2908,17,155,15.770427750479596
2909,17,156,12.053598721491426
2910,17,157,22.27657774378705
2911,17,158,17.23048383168324
2912,17,159,20.264020357888597
2913,17,160,18.296881149878207
2914,17,161,18.956055666303396
2915,17,162,19.618941707039856
